,,,,," 19,388,231.64 ",
Invoice Date,Supplier Name,Supplier Country,Taxable basis,Currency,Tax to pay,Runing Total
20190930,CEBI LUXEMBOURG SA,Luxembourg,1299.3,EUR,454.75,96635.62
20190930,CEBI LUXEMBOURG SA,Luxembourg,259.86,EUR,90.95,96726.57
20190930,CEBI LUXEMBOURG SA,Luxembourg,259.86,EUR,90.95,96817.52
20190930,CEBI LUXEMBOURG SA,Luxembourg,259.86,EUR,90.95,96908.47
20190930,CEBI LUXEMBOURG SA,Luxembourg,1224.04,EUR,428.41,97336.88
20190930,CEBI LUXEMBOURG SA,Luxembourg,775.32,EUR,271.36,97608.24
20190930,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,98086.85
20190930,CEBI LUXEMBOURG SA,Luxembourg,347.9,EUR,121.76,98208.61
20190930,CEBI LUXEMBOURG SA,Luxembourg,627.64,EUR,219.67,98428.28
20190930,CEBI LUXEMBOURG SA,Luxembourg,1882.92,EUR,659.02,99087.3
20190930,CEBI LUXEMBOURG SA,Luxembourg,1255.28,EUR,439.35,99526.65
20190930,CEBI LUXEMBOURG SA,Luxembourg,627.64,EUR,219.67,99746.32
20190930,CEBI LUXEMBOURG SA,Luxembourg,627.64,EUR,219.67,99965.99
20190930,CEBI LUXEMBOURG SA,Luxembourg,387.66,EUR,135.68,100101.67
20190930,CEBI LUXEMBOURG SA,Luxembourg,775.32,EUR,271.36,100373.03
20190930,CEBI LUXEMBOURG SA,Luxembourg,387.66,EUR,135.68,100508.71
20190930,CEBI LUXEMBOURG SA,Luxembourg,695.8,EUR,243.53,100752.24
20190930,CEBI LUXEMBOURG SA,Luxembourg,519.72,EUR,181.9,100934.14
20190930,CEBI LUXEMBOURG SA,Luxembourg,552.38,EUR,193.33,101127.47
20191031,CEBI LUXEMBOURG SA,Luxembourg,779.58,EUR,272.85,101400.32
20191031,CEBI LUXEMBOURG SA,Luxembourg,1391.6,EUR,487.06,101887.38
20191031,CEBI LUXEMBOURG SA,Luxembourg,552.38,EUR,193.33,102080.71
20191031,CEBI LUXEMBOURG SA,Luxembourg,301.04,EUR,105.36,102186.07
20191031,CEBI LUXEMBOURG SA,Luxembourg,3368.24,EUR,1178.88,103364.95
20191031,CEBI LUXEMBOURG SA,Luxembourg,2526.18,EUR,884.16,104249.11
20191031,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,104408.65
20191031,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,104568.19
20191031,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,105046.8
20191031,CEBI LUXEMBOURG SA,Luxembourg,1684.12,EUR,589.44,105636.24
20191031,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,106274.39
20191031,CEBI LUXEMBOURG SA,Luxembourg,3368.24,EUR,1178.88,107453.27
20191031,CEBI LUXEMBOURG SA,Luxembourg,842.06,EUR,294.72,107747.99
20191031,CEBI LUXEMBOURG SA,Luxembourg,552.38,EUR,193.33,107941.32
20191031,CEBI LUXEMBOURG SA,Luxembourg,259.86,EUR,90.95,108032.27
20191031,CEBI LUXEMBOURG SA,Luxembourg,552.38,EUR,193.33,108225.6
20191001,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,552.38,EUR,193.33,108418.93
20191031,CEBI LUXEMBOURG SA,Luxembourg,19080.54,EUR,6678.19,115097.12
20191031,CEBI LUXEMBOURG SA,Luxembourg,761.12,EUR,266.39,115363.51
20191031,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,115842.12
20191031,CEBI LUXEMBOURG SA,Luxembourg,3368.24,EUR,1178.88,117021
20191031,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,117659.15
20191031,CEBI LUXEMBOURG SA,Luxembourg,389.08,EUR,136.18,117795.33
20191031,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,117954.87
20191031,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,118593.02
20191031,CEBI LUXEMBOURG SA,Luxembourg,2279.1,EUR,797.68,119390.7
20191031,CEBI LUXEMBOURG SA,Luxembourg,1420,EUR,497,119887.7
20191031,CEBI LUXEMBOURG SA,Luxembourg,911.64,EUR,319.07,120206.77
20191031,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,120844.92
20191031,CEBI LUXEMBOURG SA,Luxembourg,911.64,EUR,319.07,121163.99
20191031,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,121642.6
20191031,CEBI LUXEMBOURG SA,Luxembourg,2279.1,EUR,797.68,122440.28
20191031,CEBI LUXEMBOURG SA,Luxembourg,1684.12,EUR,589.44,123029.72
20191129,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,123667.87
20191129,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,124306.02
20191129,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,124784.63
20191129,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,124944.17
20191129,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,125103.71
20191129,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,125263.25
20191129,CEBI LUXEMBOURG SA,Luxembourg,455.82,EUR,159.54,125422.79
20191129,CEBI LUXEMBOURG SA,Luxembourg,2526.18,EUR,884.16,126306.95
20191129,CEBI LUXEMBOURG SA,Luxembourg,1367.46,EUR,478.61,126785.56
20191129,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,127423.71
20191129,CEBI LUXEMBOURG SA,Luxembourg,1823.28,EUR,638.15,128061.86
20191129,CEBI LUXEMBOURG SA,Luxembourg,1039.44,EUR,363.8,128425.66
20191129,CEBI LUXEMBOURG SA,Luxembourg,1170.08,EUR,409.53,128835.19
20191129,CEBI LUXEMBOURG SA,Luxembourg,1073.52,EUR,375.73,129210.92
20191129,CEBI LUXEMBOURG SA,Luxembourg,399.02,EUR,139.66,129350.58
20191129,CEBI LUXEMBOURG SA,Luxembourg,962.76,EUR,336.97,129687.55
20191129,CEBI LUXEMBOURG SA,Luxembourg,356.42,EUR,124.75,129812.3
20191129,CEBI LUXEMBOURG SA,Luxembourg,399.02,EUR,139.66,129951.96
20191129,CEBI LUXEMBOURG SA,Luxembourg,204.48,EUR,71.57,130023.53
20191129,CEBI LUXEMBOURG SA,Luxembourg,230.04,EUR,80.51,130104.04
20191129,CEBI LUXEMBOURG SA,Luxembourg,335.12,EUR,117.29,130221.33
20191129,CEBI LUXEMBOURG SA,Luxembourg,443.04,EUR,155.06,130376.39
20191129,CEBI LUXEMBOURG SA,Luxembourg,230.04,EUR,80.51,130456.9
20191129,CEBI LUXEMBOURG SA,Luxembourg,434.52,EUR,152.08,130608.98
20191129,CEBI LUXEMBOURG SA,Luxembourg,323.76,EUR,113.32,130722.3
20191129,CEBI LUXEMBOURG SA,Luxembourg,230.04,EUR,80.51,130802.81
20191129,CEBI LUXEMBOURG SA,Luxembourg,570.84,EUR,199.79,131002.6
20191129,CEBI LUXEMBOURG SA,Luxembourg,1598.92,EUR,559.62,131562.22
20191129,CEBI LUXEMBOURG SA,Luxembourg,536.76,EUR,187.87,131750.09
20191129,CEBI LUXEMBOURG SA,Luxembourg,1579.04,EUR,552.66,132302.75
20191129,CEBI LUXEMBOURG SA,Luxembourg,815.08,EUR,285.28,132588.03
20191231,CEBI LUXEMBOURG SA,Luxembourg,323.76,EUR,113.32,132701.35
20191231,CEBI LUXEMBOURG SA,Luxembourg,812.24,EUR,284.28,132985.63
20191231,CEBI LUXEMBOURG SA,Luxembourg,1739.5,EUR,608.82,133594.45
20191231,CEBI LUXEMBOURG SA,Luxembourg,1391.6,EUR,487.06,134081.51
20191231,CEBI LUXEMBOURG SA,Luxembourg,779.58,EUR,272.85,134354.36
20191231,CEBI LUXEMBOURG SA,Luxembourg,1043.7,EUR,365.3,134719.66
20191231,CEBI LUXEMBOURG SA,Luxembourg,399.02,EUR,139.66,134859.32
20191231,CEBI LUXEMBOURG SA,Luxembourg,299.62,EUR,104.87,134964.19
20191231,CEBI LUXEMBOURG SA,Luxembourg,695.8,EUR,243.53,135207.72
20191231,CEBI LUXEMBOURG SA,Luxembourg,259.86,EUR,90.95,135298.67
20191231,CEBI LUXEMBOURG SA,Luxembourg,1039.44,EUR,363.8,135662.47
20191231,CEBI LUXEMBOURG SA,Luxembourg,1039.44,EUR,363.8,136026.27
20191231,CEBI LUXEMBOURG SA,Luxembourg,779.58,EUR,272.85,136299.12
20191231,CEBI LUXEMBOURG SA,Luxembourg,450.14,EUR,157.55,136456.67
20191231,CEBI LUXEMBOURG SA,Luxembourg,831.55,EUR,291.04,136747.71
20181231,GROUPE JAN DE NUL,Luxembourg,346.76,EUR,121.37,136869.08
20181231,GROUPE JAN DE NUL,Luxembourg,1657.14,EUR,580,137449.08
20181231,GROUPE JAN DE NUL,Luxembourg,2328.8,EUR,815.08,138264.16
20181231,GROUPE JAN DE NUL,Luxembourg,475.7,EUR,166.49,138430.65
20181231,GROUPE JAN DE NUL,Luxembourg,1530.76,EUR,535.77,138966.42
20181231,GROUPE JAN DE NUL,Luxembourg,2493.52,EUR,872.73,139839.15
20181231,GROUPE JAN DE NUL,Luxembourg,306.72,EUR,107.35,139946.5
20181130,GROUPE JAN DE NUL,Luxembourg,467.18,EUR,163.51,140110.01
20181130,GROUPE JAN DE NUL,Luxembourg,204.48,EUR,71.57,140181.58
20181130,GROUPE JAN DE NUL,Luxembourg,484.22,EUR,169.48,140351.06
20181130,GROUPE JAN DE NUL,Luxembourg,367.78,EUR,128.72,140479.78
20181130,GROUPE JAN DE NUL,Luxembourg,3650.82,EUR,1277.79,141757.57
20181130,GROUPE JAN DE NUL,Luxembourg,367.07,EUR,128.47,141886.04
20181130,GROUPE JAN DE NUL,Luxembourg,1043.7,EUR,365.3,142251.34
20181130,GROUPE JAN DE NUL,Luxembourg,866.2,EUR,303.17,142554.51
20181130,GROUPE JAN DE NUL,Luxembourg,627.64,EUR,219.67,142774.18
20181130,GROUPE JAN DE NUL,Luxembourg,124.96,EUR,43.74,142817.92
20181130,GROUPE JAN DE NUL,Luxembourg,627.64,EUR,219.67,143037.59
20181130,GROUPE JAN DE NUL,Luxembourg,552.38,EUR,193.33,143230.92
20181130,GROUPE JAN DE NUL,Luxembourg,365.65,EUR,127.98,143358.9
20181130,GROUPE JAN DE NUL,Luxembourg,455.82,EUR,159.54,143518.44
20181130,GROUPE JAN DE NUL,Luxembourg,2470.8,EUR,864.78,144383.22
20181130,GROUPE JAN DE NUL,Luxembourg,1255.28,EUR,439.35,144822.57
20181130,GROUPE JAN DE NUL,Luxembourg,2510.56,EUR,878.7,145701.27
20181130,GROUPE JAN DE NUL,Luxembourg,552.38,EUR,193.33,145894.6
20181130,GROUPE JAN DE NUL,Luxembourg,8150.8,EUR,2852.78,148747.38
20181130,GROUPE JAN DE NUL,Luxembourg,147.68,EUR,51.69,148799.07
20181130,GROUPE JAN DE NUL,Luxembourg,97.98,EUR,34.29,148833.36
20181130,GROUPE JAN DE NUL,Luxembourg,2494.66,EUR,873.13,149706.49
20181130,GROUPE JAN DE NUL,Luxembourg,1237.1,EUR,432.98,150139.47
20181130,GROUPE JAN DE NUL,Luxembourg,519.72,EUR,181.9,150321.37
20181130,GROUPE JAN DE NUL,Luxembourg,277.75,EUR,97.21,150418.58
20181130,GROUPE JAN DE NUL,Luxembourg,1039.44,EUR,363.8,150782.38
20181130,GROUPE JAN DE NUL,Luxembourg,232.88,EUR,81.51,150863.89
20181130,GROUPE JAN DE NUL,Luxembourg,232.88,EUR,81.51,150945.4
20181130,GROUPE JAN DE NUL,Luxembourg,2470.8,EUR,864.78,151810.18
20181130,GROUPE JAN DE NUL,Luxembourg,346.48,EUR,121.27,151931.45
20181130,GROUPE JAN DE NUL,Luxembourg,1882.92,EUR,659.02,152590.47
20181130,GROUPE JAN DE NUL,Luxembourg,1043.7,EUR,365.3,152955.77
20181130,GROUPE JAN DE NUL,Luxembourg,1185.7,EUR,415,153370.77
20181130,GROUPE JAN DE NUL,Luxembourg,1462.6,EUR,511.91,153882.68
20190201,GROUPE JAN DE NUL,Luxembourg,1684.12,EUR,589.44,154472.12
20181231,GROUPE JAN DE NUL,Luxembourg,484.22,EUR,169.48,154641.6
20181231,GROUPE JAN DE NUL,Luxembourg,168.98,EUR,59.14,154700.74
20181231,GROUPE JAN DE NUL,Luxembourg,2209.52,EUR,773.33,155474.07
20181231,GROUPE JAN DE NUL,Luxembourg,412.37,EUR,144.33,155618.4
20181231,GROUPE JAN DE NUL,Luxembourg,247.08,EUR,86.48,155704.88
20181231,GROUPE JAN DE NUL,Luxembourg,258.44,EUR,90.45,155795.33
20181231,GROUPE JAN DE NUL,Luxembourg,301.04,EUR,105.36,155900.69
20181231,GROUPE JAN DE NUL,Luxembourg,643.26,EUR,225.14,156125.83
20181231,GROUPE JAN DE NUL,Luxembourg,259.86,EUR,90.95,156216.78
20181231,GROUPE JAN DE NUL,Luxembourg,552.38,EUR,193.33,156410.11
20181231,GROUPE JAN DE NUL,Luxembourg,455.82,EUR,159.54,156569.65
20181231,GROUPE JAN DE NUL,Luxembourg,889.77,EUR,311.42,156881.07
20181231,GROUPE JAN DE NUL,Luxembourg,467.18,EUR,163.51,157044.58
20181231,GROUPE JAN DE NUL,Luxembourg,1657.14,EUR,580,157624.58
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,157711.55
20181231,GROUPE JAN DE NUL,Luxembourg,186.02,EUR,65.11,157776.66
20181231,GROUPE JAN DE NUL,Luxembourg,914.48,EUR,320.07,158096.73
20181231,GROUPE JAN DE NUL,Luxembourg,471.44,EUR,165,158261.73
20181231,GROUPE JAN DE NUL,Luxembourg,168.98,EUR,59.14,158320.87
20181231,GROUPE JAN DE NUL,Luxembourg,397.6,EUR,139.16,158460.03
20181231,GROUPE JAN DE NUL,Luxembourg,745.5,EUR,260.93,158720.96
20181231,GROUPE JAN DE NUL,Luxembourg,450.14,EUR,157.55,158878.51
20181231,GROUPE JAN DE NUL,Luxembourg,440.2,EUR,154.07,159032.58
20181231,GROUPE JAN DE NUL,Luxembourg,549.54,EUR,192.34,159224.92
20181231,GROUPE JAN DE NUL,Luxembourg,586.46,EUR,205.26,159430.18
20181231,GROUPE JAN DE NUL,Luxembourg,383.4,EUR,134.19,159564.37
20181231,GROUPE JAN DE NUL,Luxembourg,1073.52,EUR,375.73,159940.1
20181231,GROUPE JAN DE NUL,Luxembourg,203.06,EUR,71.07,160011.17
20181231,GROUPE JAN DE NUL,Luxembourg,302.46,EUR,105.86,160117.03
20181231,GROUPE JAN DE NUL,Luxembourg,667.4,EUR,233.59,160350.62
20181231,GROUPE JAN DE NUL,Luxembourg,171.82,EUR,60.14,160410.76
20181231,GROUPE JAN DE NUL,Luxembourg,596.4,EUR,208.74,160619.5
20181231,GROUPE JAN DE NUL,Luxembourg,310.98,EUR,108.84,160728.34
20181231,GROUPE JAN DE NUL,Luxembourg,353.58,EUR,123.75,160852.09
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,160939.06
20181231,GROUPE JAN DE NUL,Luxembourg,549.54,EUR,192.34,161131.4
20181231,GROUPE JAN DE NUL,Luxembourg,1284.79,EUR,449.68,161581.08
20181231,GROUPE JAN DE NUL,Luxembourg,1008.2,EUR,352.87,161933.95
20181231,GROUPE JAN DE NUL,Luxembourg,357.84,EUR,125.24,162059.19
20181231,GROUPE JAN DE NUL,Luxembourg,357.84,EUR,125.24,162184.43
20181231,GROUPE JAN DE NUL,Luxembourg,435.94,EUR,152.58,162337.01
20181231,GROUPE JAN DE NUL,Luxembourg,798.04,EUR,279.31,162616.32
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,162703.29
20181231,GROUPE JAN DE NUL,Luxembourg,383.4,EUR,134.19,162837.48
20181231,GROUPE JAN DE NUL,Luxembourg,467.18,EUR,163.51,163000.99
20181231,GROUPE JAN DE NUL,Luxembourg,1735.24,EUR,607.33,163608.32
20181231,GROUPE JAN DE NUL,Luxembourg,401.86,EUR,140.65,163748.97
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,163835.94
20181231,GROUPE JAN DE NUL,Luxembourg,282.58,EUR,98.9,163934.84
20181231,GROUPE JAN DE NUL,Luxembourg,1668.5,EUR,583.97,164518.81
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,164605.78
20181231,GROUPE JAN DE NUL,Luxembourg,282.58,EUR,98.9,164704.68
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,164791.65
20181231,GROUPE JAN DE NUL,Luxembourg,305.3,EUR,106.86,164898.51
20181231,GROUPE JAN DE NUL,Luxembourg,535.34,EUR,187.37,165085.88
20181231,GROUPE JAN DE NUL,Luxembourg,536.76,EUR,187.87,165273.75
20181231,GROUPE JAN DE NUL,Luxembourg,1476.8,EUR,516.88,165790.63
20181231,GROUPE JAN DE NUL,Luxembourg,1838.9,EUR,643.62,166434.25
20181231,GROUPE JAN DE NUL,Luxembourg,282.58,EUR,98.9,166533.15
20181231,GROUPE JAN DE NUL,Luxembourg,477.12,EUR,166.99,166700.14
20181231,GROUPE JAN DE NUL,Luxembourg,417.48,EUR,146.12,166846.26
20181231,GROUPE JAN DE NUL,Luxembourg,1272.32,EUR,445.31,167291.57
20181231,GROUPE JAN DE NUL,Luxembourg,1959.6,EUR,685.86,167977.43
20181231,GROUPE JAN DE NUL,Luxembourg,336.54,EUR,117.79,168095.22
20181231,GROUPE JAN DE NUL,Luxembourg,340.8,EUR,119.28,168214.5
20181231,GROUPE JAN DE NUL,Luxembourg,1529.34,EUR,535.27,168749.77
20181231,GROUPE JAN DE NUL,Luxembourg,549.54,EUR,192.34,168942.11
20181231,GROUPE JAN DE NUL,Luxembourg,399.02,EUR,139.66,169081.77
20181231,GROUPE JAN DE NUL,Luxembourg,1542.12,EUR,539.74,169621.51
20181231,GROUPE JAN DE NUL,Luxembourg,325.18,EUR,113.81,169735.32
20181231,GROUPE JAN DE NUL,Luxembourg,477.12,EUR,166.99,169902.31
20181231,GROUPE JAN DE NUL,Luxembourg,242.82,EUR,84.99,169987.3
20190831,GROUPE JAN DE NUL,Luxembourg,658.88,EUR,230.61,170217.91
20191129,GROUPE JAN DE NUL,Luxembourg,367.78,EUR,128.72,170346.63
20191231,GROUPE JAN DE NUL,Luxembourg,621.11,EUR,217.39,170564.02
20191231,GROUPE JAN DE NUL,Luxembourg,271.22,EUR,94.93,170658.95
20191231,GROUPE JAN DE NUL,Luxembourg,343.64,EUR,120.27,170779.22
20191231,GROUPE JAN DE NUL,Luxembourg,228.62,EUR,80.02,170859.24
20191231,GROUPE JAN DE NUL,Luxembourg,4315.38,EUR,1510.38,172369.62
20191231,GROUPE JAN DE NUL,Luxembourg,357.84,EUR,125.24,172494.86
20191231,GROUPE JAN DE NUL,Luxembourg,455.82,EUR,159.54,172654.4
20191231,GROUPE JAN DE NUL,Luxembourg,164.72,EUR,57.65,172712.05
20191231,GROUPE JAN DE NUL,Luxembourg,501.26,EUR,175.44,172887.49
20191231,GROUPE JAN DE NUL,Luxembourg,302.46,EUR,105.86,172993.35
20191231,GROUPE JAN DE NUL,Luxembourg,639,EUR,223.65,173217
20191231,GROUPE JAN DE NUL,Luxembourg,160.46,EUR,56.16,173273.16
20191231,GROUPE JAN DE NUL,Luxembourg,2181.12,EUR,763.39,174036.55
20191231,GROUPE JAN DE NUL,Luxembourg,670.24,EUR,234.58,174271.13
20191231,GROUPE JAN DE NUL,Luxembourg,660.3,EUR,231.1,174502.23
20191231,GROUPE JAN DE NUL,Luxembourg,411.8,EUR,144.13,174646.36
20191231,GROUPE JAN DE NUL,Luxembourg,381.13,EUR,133.4,174779.76
20191231,GROUPE JAN DE NUL,Luxembourg,305.3,EUR,106.86,174886.62
20191231,GROUPE JAN DE NUL,Luxembourg,477.12,EUR,166.99,175053.61
20191231,GROUPE JAN DE NUL,Luxembourg,627.64,EUR,219.67,175273.28
20191231,GROUPE JAN DE NUL,Luxembourg,224.35,EUR,78.52,175351.8
20191231,GROUPE JAN DE NUL,Luxembourg,305.3,EUR,106.86,175458.66
20191231,GROUPE JAN DE NUL,Luxembourg,2087.4,EUR,730.59,176189.25
20191231,GROUPE JAN DE NUL,Luxembourg,2087.4,EUR,730.59,176919.84
20191231,GROUPE JAN DE NUL,Luxembourg,695.8,EUR,243.53,177163.37
20191231,GROUPE JAN DE NUL,Luxembourg,2087.4,EUR,730.59,177893.96
20191231,GROUPE JAN DE NUL,Luxembourg,1523.8,EUR,533.33,178427.29
20191231,GROUPE JAN DE NUL,Luxembourg,1104.76,EUR,386.67,178813.96
20191231,GROUPE JAN DE NUL,Luxembourg,166.14,EUR,58.15,178872.11
20191231,GROUPE JAN DE NUL,Luxembourg,2005.04,EUR,701.76,179573.87
20191231,GROUPE JAN DE NUL,Luxembourg,590.86,EUR,206.8,179780.67
20191231,GROUPE JAN DE NUL,Luxembourg,692.96,EUR,242.54,180023.21
20191231,GROUPE JAN DE NUL,Luxembourg,305.3,EUR,106.86,180130.07
20191231,GROUPE JAN DE NUL,Luxembourg,495.58,EUR,173.45,180303.52
20191231,GROUPE JAN DE NUL,Luxembourg,97.98,EUR,34.29,180337.81
20191231,GROUPE JAN DE NUL,Luxembourg,166.14,EUR,58.15,180395.96
20181130,GROUPE JAN DE NUL,Luxembourg,806.56,EUR,282.3,180678.26
20181130,GROUPE JAN DE NUL,Luxembourg,400.44,EUR,140.15,180818.41
20181130,GROUPE JAN DE NUL,Luxembourg,842.06,EUR,294.72,181113.13
20181130,GROUPE JAN DE NUL,Luxembourg,262.7,EUR,91.94,181205.07
20181130,GROUPE JAN DE NUL,Luxembourg,842.06,EUR,294.72,181499.79
20181130,GROUPE JAN DE NUL,Luxembourg,11997.58,EUR,4199.15,185698.94
20181130,GROUPE JAN DE NUL,Luxembourg,305.3,EUR,106.86,185805.8
20181130,GROUPE JAN DE NUL,Luxembourg,468.6,EUR,164.01,185969.81
20181130,GROUPE JAN DE NUL,Luxembourg,259.86,EUR,90.95,186060.76
20181130,GROUPE JAN DE NUL,Luxembourg,10252.4,EUR,3588.34,189649.1
20181130,GROUPE JAN DE NUL,Luxembourg,171.82,EUR,60.14,189709.24
20181130,GROUPE JAN DE NUL,Luxembourg,455.82,EUR,159.54,189868.78
20181130,GROUPE JAN DE NUL,Luxembourg,559.48,EUR,195.82,190064.6
20181130,GROUPE JAN DE NUL,Luxembourg,653.2,EUR,228.62,190293.22
20181130,GROUPE JAN DE NUL,Luxembourg,227.24,EUR,79.53,190372.75
20181130,GROUPE JAN DE NUL,Luxembourg,215.84,EUR,75.54,190448.29
20181130,GROUPE JAN DE NUL,Luxembourg,171.82,EUR,60.14,190508.43
20181130,GROUPE JAN DE NUL,Luxembourg,215.84,EUR,75.54,190583.97
20181130,GROUPE JAN DE NUL,Luxembourg,3765.84,EUR,1318.04,191902.01
20181130,GROUPE JAN DE NUL,Luxembourg,470.16,EUR,164.56,192066.57
20181130,GROUPE JAN DE NUL,Luxembourg,387.66,EUR,135.68,192202.25
20181130,GROUPE JAN DE NUL,Luxembourg,119.28,EUR,41.75,192244
20181231,GROUPE JAN DE NUL,Luxembourg,804.86,EUR,281.7,192525.7
20181231,GROUPE JAN DE NUL,Luxembourg,796.62,EUR,278.82,192804.52
20181231,GROUPE JAN DE NUL,Luxembourg,746.92,EUR,261.42,193065.94
20181231,GROUPE JAN DE NUL,Luxembourg,456.67,EUR,159.83,193225.77
20181231,GROUPE JAN DE NUL,Luxembourg,387.66,EUR,135.68,193361.45
20181130,GROUPE JAN DE NUL,Luxembourg,214.42,EUR,75.05,193436.5
20181130,GROUPE JAN DE NUL,Luxembourg,97.98,EUR,34.29,193470.79
20181130,GROUPE JAN DE NUL,Luxembourg,627.64,EUR,219.67,193690.46
20181130,GROUPE JAN DE NUL,Luxembourg,581.32,EUR,203.46,193893.92
20181231,GROUPE JAN DE NUL,Luxembourg,3544.89,EUR,1240.71,195134.63
20181130,GROUPE JAN DE NUL,Luxembourg,367.78,EUR,128.72,195263.35
20181130,GROUPE JAN DE NUL,Luxembourg,2066.1,EUR,723.13,195986.48
20181130,GROUPE JAN DE NUL,Luxembourg,1043.7,EUR,365.3,196351.78
20181130,GROUPE JAN DE NUL,Luxembourg,586.46,EUR,205.26,196557.04
20181130,GROUPE JAN DE NUL,Luxembourg,266.18,EUR,93.16,196650.2
20181130,GROUPE JAN DE NUL,Luxembourg,333.7,EUR,116.79,196766.99
20181130,GROUPE JAN DE NUL,Luxembourg,647.52,EUR,226.63,196993.62
20181130,GROUPE JAN DE NUL,Luxembourg,687.28,EUR,240.55,197234.17
20181231,GROUPE JAN DE NUL,Luxembourg,168.98,EUR,59.14,197293.31
20181231,GROUPE JAN DE NUL,Luxembourg,2561.68,EUR,896.59,198189.9
20181231,GROUPE JAN DE NUL,Luxembourg,1492.42,EUR,522.35,198712.25
20181231,GROUPE JAN DE NUL,Luxembourg,552.38,EUR,193.33,198905.58
20181231,GROUPE JAN DE NUL,Luxembourg,2037.7,EUR,713.19,199618.77
20181231,GROUPE JAN DE NUL,Luxembourg,375.73,EUR,131.51,199750.28
20181231,GROUPE JAN DE NUL,Luxembourg,5146.08,EUR,1801.13,201551.41
20181231,GROUPE JAN DE NUL,Luxembourg,401.86,EUR,140.65,201692.06
20181231,GROUPE JAN DE NUL,Luxembourg,3368.24,EUR,1178.88,202870.94
20181231,GROUPE JAN DE NUL,Luxembourg,259.86,EUR,90.95,202961.89
20181231,GROUPE JAN DE NUL,Luxembourg,481.38,EUR,168.48,203130.37
20181231,GROUPE JAN DE NUL,Luxembourg,264.12,EUR,92.44,203222.81
20181231,GROUPE JAN DE NUL,Luxembourg,360.68,EUR,126.24,203349.05
20181231,GROUPE JAN DE NUL,Luxembourg,695.8,EUR,243.53,203592.58
20181231,GROUPE JAN DE NUL,Luxembourg,1634.63,EUR,572.12,204164.7
20181231,GROUPE JAN DE NUL,Luxembourg,752.03,EUR,263.21,204427.91
20181231,GROUPE JAN DE NUL,Luxembourg,813.66,EUR,284.78,204712.69
20181231,GROUPE JAN DE NUL,Luxembourg,1312.08,EUR,459.23,205171.92
20181231,GROUPE JAN DE NUL,Luxembourg,451.56,EUR,158.05,205329.97
20181231,GROUPE JAN DE NUL,Luxembourg,4123.68,EUR,1443.29,206773.26
20181231,GROUPE JAN DE NUL,Luxembourg,266.96,EUR,93.44,206866.7
20181231,GROUPE JAN DE NUL,Luxembourg,139.16,EUR,48.71,206915.41
20181231,GROUPE JAN DE NUL,Luxembourg,103.66,EUR,36.28,206951.69
20181231,GROUPE JAN DE NUL,Luxembourg,242.82,EUR,84.99,207036.68
20181231,GROUPE JAN DE NUL,Luxembourg,282.58,EUR,98.9,207135.58
20181231,GROUPE JAN DE NUL,Luxembourg,347.9,EUR,121.76,207257.34
20181231,GROUPE JAN DE NUL,Luxembourg,248.5,EUR,86.97,207344.31
20181231,GROUPE JAN DE NUL,Luxembourg,217.26,EUR,76.04,207420.35
20181231,GROUPE JAN DE NUL,Luxembourg,282.58,EUR,98.9,207519.25
20181231,GROUPE JAN DE NUL,Luxembourg,962.76,EUR,336.97,207856.22
20190131,GROUPE JAN DE NUL,Luxembourg,464.34,EUR,162.52,208018.74
20190131,GROUPE JAN DE NUL,Luxembourg,887.5,EUR,310.62,208329.36
20190131,GROUPE JAN DE NUL,Luxembourg,359.26,EUR,125.74,208455.1
20190131,GROUPE JAN DE NUL,Luxembourg,322.06,EUR,112.72,208567.82
